Year|Month|DayofMonth|DayOfWeek|DepTime|CRSDepTime|ArrTime|CRSArrTime|UniqueCarrier|FlightNum|TailNum|ActualElapsedTime|CRSElapsedTime|AirTime|ArrDelay|DepDelay|Origin|Dest|Distance|TaxiIn|TaxiOut|Cancelled|CancellationCode|Diverted|CarrierDelay|WeatherDelay|NASDelay|SecurityDelay|LateAircraftDelay
2008|12|14|7|1954|1852|2059|2002|OO|6608|N908SW|125|130|103|57|62|BOI|LAX|674|11|11|0||0|0|0|0|0|57
2008|12|17|3|1415|1415|1551|1546|CO|1669|N76517|216|211|201|5|0|IAH|SAN|1303|5|10|0||0|NA|NA|NA|NA|NA
2008|9|18|4|1001|945|1147|1115|FL|775|N284AT|286|270|245|32|16|ATL|LAS|1747|9|32|0||0|16|0|16|0|0
2008|4|18|5|849|850|1009|1000|WN|152|N470WN|80|70|51|9|-1|ONT|PHX|325|22|7|0||0|NA|NA|NA|NA|NA
2008|3|9|7|1342|1343|1501|1442|OO|3957|N449SW|139|119|105|19|-1|SLC|PDX|630|5|29|0||0|0|0|19|0|0
2008|4|24|4|652|645|959|944|CO|1002|N76508|367|359|340|15|7|EWR|LAX|2454|6|21|0||0|7|0|8|0|0
2008|10|6|1|1205|1205|1416|1430|WN|1688|N442WN|131|145|118|-14|0|BWI|PBI|883|4|9|0||0|NA|NA|NA|NA|NA
2008|11|9|7|1651|1651|1932|1943|FL|36|N951AT|101|112|85|-11|0|MDW|ATL|590|8|8|0||0|NA|NA|NA|NA|NA
2008|10|13|1|1700|1700|1846|1845|MQ|4664|N804MQ|106|105|90|1|0|BDL|RDU|532|6|10|0||0|NA|NA|NA|NA|NA
2008|3|17|1|709|710|818|836|OO|3704|N215SW|69|86|48|-18|-1|SLC|SGU|269|4|17|0||0|NA|NA|NA|NA|NA
2008|9|3|3|906|900|1015|1010|CO|1104|N76265|69|70|48|5|6|DCA|EWR|199|8|13|0||0|NA|NA|NA|NA|NA
2008|7|6|7|2037|1910|2242|2113|US|1402|N935UW|125|123|90|89|87|FLL|CLT|631|26|9|0||0|1|0|2|0|86
2008|2|3|7|NA|1615|NA|2106|US|397||NA|171|NA|NA|NA|LAS|DFW|1055|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|5|30|5|1920|1930|2022|2048|XE|2211|N16510|62|78|45|-26|-10|CLE|IAD|288|7|10|0||0|NA|NA|NA|NA|NA
2008|4|7|1|1845|1847|2351|13|US|9|N676AW|186|206|162|-22|-2|PHX|ORD|1440|13|11|0||0|NA|NA|NA|NA|NA
2008|11|21|5|1016|1009|1112|1115|NW|474|N778NC|56|66|39|-3|7|DTW|BUF|240|5|12|0||0|NA|NA|NA|NA|NA
2008|12|20|6|1535|1511|1655|1633|YV|7050|N447YV|80|82|67|22|24|DEN|CPR|230|2|11|0||0|22|0|0|0|0
2008|5|28|3|1659|1650|1840|1845|WN|1249|N694SW|161|175|147|-5|9|DEN|SEA|1024|4|10|0||0|NA|NA|NA|NA|NA
2008|6|22|7|1159|1150|1412|1410|WN|2964|N328SW|73|80|59|2|9|SEA|BOI|399|3|11|0||0|NA|NA|NA|NA|NA
2008|2|4|1|946|950|1150|1140|XE|2634|N13964|184|170|130|10|-4|EWR|BNA|748|8|46|0||0|NA|NA|NA|NA|NA
2008|4|11|5|1846|1845|2009|2005|WN|2545|N407WN|143|140|130|4|1|ISP|MDW|765|5|8|0||0|NA|NA|NA|NA|NA
2008|9|11|4|1624|1625|2004|1940|AA|1074|N501AA|160|135|127|24|-1|DFW|ATL|732|16|17|0||0|0|0|24|0|0
2008|11|26|3|824|830|1131|1158|DL|23|N721TW|367|388|336|-27|-6|JFK|LAX|2475|13|18|0||0|NA|NA|NA|NA|NA
2008|7|10|4|1959|1958|2216|2227|AS|560|N767AS|137|149|112|-11|1|PDX|LAX|834|6|19|0||0|NA|NA|NA|NA|NA
2008|3|7|5|1945|1654|2213|1937|FL|756|N943AT|148|163|124|156|171|FLL|PHL|992|11|13|0||0|0|0|156|0|0
2008|3|1|6|915|915|1136|1223|AS|5|N560AS|321|368|306|-47|0|DCA|LAX|2311|3|12|0||0|NA|NA|NA|NA|NA
2008|2|5|2|1646|1640|1826|1835|WN|1677|N264LV|280|295|269|-9|6|PIT|LAS|1910|4|7|0||0|NA|NA|NA|NA|NA
2008|6|15|7|1913|1915|2056|2102|CO|230|N36207|103|107|82|-6|-2|CLE|BOS|563|10|11|0||0|NA|NA|NA|NA|NA
2008|4|24|4|1823|1757|1944|1921|OO|6120|N768SK|201|204|184|23|26|PIT|DEN|1290|11|6|0||0|8|0|0|0|15
2008|8|30|6|1103|1105|1233|1245|AA|1169|N520AA|150|160|135|-12|-2|TPA|ORD|1012|5|10|0||0|NA|NA|NA|NA|NA
2008|8|28|4|1354|1405|1503|1510|MQ|3136|N822AE|69|65|54|-7|-11|MRY|LAX|267|6|9|0||0|NA|NA|NA|NA|NA
2008|9|30|2|1210|1210|1307|1320|WN|2602|N505SW|57|70|42|-13|0|BUR|LAS|223|4|11|0||0|NA|NA|NA|NA|NA
2008|9|26|5|817|825|904|919|DL|1221|N3756|107|114|85|-15|-8|SLC|SNA|588|9|13|0||0|NA|NA|NA|NA|NA
2008|3|24|1|1556|1530|1818|1810|WN|1161|N694SW|142|160|129|8|26|TPA|ISP|1034|5|8|0||0|NA|NA|NA|NA|NA
2008|8|27|3|1303|1255|1345|1345|WN|823|N672SW|162|170|146|0|8|MCI|PHX|1044|6|10|0||0|NA|NA|NA|NA|NA
2008|5|21|3|1600|1505|1838|1807|NW|805|N596NW|338|362|315|31|55|SEA|OGG|2640|8|15|0||0|5|0|0|0|26
2008|11|11|2|1233|1238|1816|1820|UA|1474|N457UA|223|222|190|-4|-5|LAS|ORD|1515|5|28|0||0|NA|NA|NA|NA|NA
2008|12|29|1|833|833|906|918|UA|721|N519UA|93|105|76|-12|0|OMA|DEN|472|6|11|0||0|NA|NA|NA|NA|NA
2008|8|28|4|837|845|955|1015|EV|4830|N826AS|78|90|64|-20|-8|FLL|TLH|393|4|10|0||0|NA|NA|NA|NA|NA
2008|12|17|3|932|900|1223|1220|AA|2015|N5CEAA|171|200|138|3|32|LGA|MIA|1097|9|24|0||0|NA|NA|NA|NA|NA
2008|5|23|5|1255|1300|1427|1429|DL|34|N687DL|92|89|70|-2|-5|MCO|ATL|403|13|9|0||0|NA|NA|NA|NA|NA
2008|4|22|2|1555|1555|2014|2035|WN|836|N315SW|139|160|128|-21|0|LAS|SAT|1069|3|8|0||0|NA|NA|NA|NA|NA
2008|2|10|7|1627|1615|9|2358|UA|210|N422UA|282|283|254|11|12|LAX|IAD|2288|16|12|0||0|NA|NA|NA|NA|NA
2008|6|29|7|1826|1717|2006|1929|CO|552|N14629|100|132|69|37|69|CMH|EWR|462|16|15|0||0|0|0|37|0|0
2008|1|8|2|1445|1445|1616|1624|EV|4525|N636AS|91|99|69|-8|0|ATL|GNV|300|3|19|0||0|NA|NA|NA|NA|NA
2008|11|27|4|930|930|1139|1132|OH|6520|N812CA|129|122|113|7|0|JAX|CVG|614|2|14|0||0|NA|NA|NA|NA|NA
2008|10|24|5|1602|1439|1724|1556|CO|1521|N13750|142|137|102|88|83|ATL|IAH|689|8|32|0||0|0|5|5|0|78
2008|7|11|5|1701|1704|1707|1720|NW|873|N301US|66|76|51|-13|-3|DTW|MSN|312|2|13|0||0|NA|NA|NA|NA|NA
2008|8|21|4|651|700|659|711|XE|303|N26549|128|131|110|-12|-9|AUS|TUS|797|5|13|0||0|NA|NA|NA|NA|NA
2008|3|25|2|1558|1550|1847|1834|US|598|N668AW|349|344|316|13|8|PHL|LAS|2176|6|27|0||0|NA|NA|NA|NA|NA
2008|3|7|5|1734|1658|1847|1810|UA|633|N347UA|133|132|110|37|36|MDT|ORD|594|9|14|0||0|7|0|1|0|29
2008|6|8|7|1117|1110|1720|1722|CO|1636|N35271|243|252|224|-2|7|SEA|IAH|1874|6|13|0||0|NA|NA|NA|NA|NA
2008|6|26|4|705|715|847|907|9E|2924|89409E|102|112|83|-20|-10|CHA|DTW|505|10|9|0||0|NA|NA|NA|NA|NA
2008|8|6|3|1424|1415|1508|1505|WN|3686|N364SW|44|50|33|3|9|DAL|AUS|189|4|7|0||0|NA|NA|NA|NA|NA
2008|8|7|4|1523|1511|1609|1613|XE|2173|N16961|46|62|33|-4|12|BUF|CLE|192|5|8|0||0|NA|NA|NA|NA|NA
2008|11|24|1|1719|1730|1852|1906|YV|7348|N47202|93|96|67|-14|-11|IAD|DTW|383|9|17|0||0|NA|NA|NA|NA|NA
2008|2|15|5|1127|1145|1341|1353|US|1652|N459UW|134|128|101|-12|-18|JAX|PHL|742|8|25|0||0|NA|NA|NA|NA|NA
2008|11|28|5|751|755|1054|1115|AA|1522|N433AA|123|140|105|-21|-4|PHX|DFW|868|8|10|0||0|NA|NA|NA|NA|NA
2008|10|30|4|1716|1710|1833|1845|WN|437|N709SW|137|155|123|-12|6|DEN|LAX|862|5|9|0||0|NA|NA|NA|NA|NA
2008|7|17|4|1247|1250|1459|1508|OO|6065|N746SK|132|138|113|-9|-3|LAX|PDX|834|4|15|0||0|NA|NA|NA|NA|NA
2008|11|16|7|2001|2005|2016|2012|US|255|N655AW|75|67|43|4|-4|PHX|LAS|256|6|26|0||0|NA|NA|NA|NA|NA
2008|4|12|6|1725|1722|1852|1845|DL|1551|N693DL|87|83|59|7|3|ATL|TPA|406|4|24|0||0|NA|NA|NA|NA|NA
2008|3|3|1|1844|1833|2107|2037|AS|375|N703AS|143|124|119|30|11|SJC|SEA|697|8|16|0||0|0|0|19|0|11
2008|5|24|6|1332|1341|1608|1622|AS|603|N309AS|156|161|122|-14|-9|LAS|SEA|866|5|29|0||0|NA|NA|NA|NA|NA
2008|3|3|1|911|915|1031|1045|FL|303|N312AT|200|210|178|-14|-4|ATL|DEN|1199|8|14|0||0|NA|NA|NA|NA|NA
2008|5|31|6|659|700|845|825|YV|2690|N934FJ|106|85|69|20|-1|TLH|CLT|386|12|25|0||0|0|0|20|0|0
2008|2|15|5|703|705|909|900|AA|1045|N496AA|186|175|161|9|-2|CLT|DFW|936|8|17|0||0|NA|NA|NA|NA|NA
2008|8|6|3|845|845|1031|1027|XE|2098|N14959|166|162|128|4|0|CLT|IAH|913|5|33|0||0|NA|NA|NA|NA|NA
2008|8|17|7|1927|1910|2034|2020|WN|2423|N313SW|67|70|57|14|17|TUS|SAN|367|3|7|0||0|NA|NA|NA|NA|NA
2008|1|4|5|700|700|1214|1236|US|950|N768US|194|216|180|-22|0|DEN|PHL|1557|2|12|0||0|NA|NA|NA|NA|NA
2008|2|27|3|1107|1020|1259|1210|XE|2197|N16510|112|110|89|49|47|GRR|EWR|605|7|16|0||0|0|0|2|0|47
2008|5|6|2|1750|1740|1924|1915|AA|1303|N404AA|94|95|80|9|10|MFE|DFW|468|5|9|0||0|NA|NA|NA|NA|NA
2008|9|4|4|1609|1608|1722|1739|UA|85|N371UA|133|151|117|-17|1|DEN|LAX|862|5|11|0||0|NA|NA|NA|NA|NA
2008|10|3|5|845|850|1023|1025|XE|2795|N14960|98|95|72|-2|-5|TUL|IAH|429|15|11|0||0|NA|NA|NA|NA|NA
2008|7|8|2|1102|1107|1237|1236|OO|5751|N223SW|95|89|65|1|-5|SFO|LMT|315|4|26|0||0|NA|NA|NA|NA|NA
2008|12|28|7|2150|2155|2223|2229|HA|395|N483HA|33|34|22|-6|-5|OGG|HNL|100|5|6|0||0|NA|NA|NA|NA|NA
2008|6|30|1|827|825|953|954|F9|573|N944FR|86|89|66|-1|2|DEN|SLC|391|3|17|0||0|NA|NA|NA|NA|NA
2008|7|17|4|1325|1326|1435|1445|9E|5840|85549E|70|79|53|-10|-1|DTW|ELM|331|4|13|0||0|NA|NA|NA|NA|NA
2008|1|23|3|958|1000|1204|1206|EV|4691|N719EV|66|66|54|-2|-2|PNS|ATL|272|6|6|0||0|NA|NA|NA|NA|NA
2008|7|25|5|1359|1400|1601|1600|OO|3626|N237SW|122|120|104|1|-1|GCC|SLC|410|5|13|0||0|NA|NA|NA|NA|NA
2008|3|5|3|2126|2126|2253|2247|UA|1227|N331UA|147|141|113|6|0|DEN|SAN|853|3|31|0||0|NA|NA|NA|NA|NA
2008|5|25|7|1952|1950|2231|2245|WN|1597|N454WN|99|115|86|-14|2|MDW|ALB|717|4|9|0||0|NA|NA|NA|NA|NA
2008|4|13|7|1758|1800|1959|2005|WN|654|N607SW|61|65|49|-6|-2|PHX|ELP|347|4|8|0||0|NA|NA|NA|NA|NA
2008|10|13|1|2021|2029|2205|2211|UA|647|N829UA|164|162|109|-6|-8|EWR|ORD|719|4|51|0||0|NA|NA|NA|NA|NA
2008|7|25|5|1117|1052|1521|1458|DL|1740|N908DA|184|186|151|23|25|SLC|ORD|1249|6|27|0||0|23|0|0|0|0
2008|8|1|5|1355|1355|1605|1550|OH|5291|N669CA|190|175|155|15|0|JFK|MSP|1028|5|30|0||0|0|0|15|0|0
2008|11|15|6|1832|1815|2019|2000|WN|756|N767SW|107|105|91|19|17|RDU|MCO|534|5|11|0||0|0|0|2|0|17
2008|6|14|6|2142|2145|2231|2245|9E|3766|89609E|49|60|28|-14|-3|DTW|CAK|133|7|14|0||0|NA|NA|NA|NA|NA
2008|7|31|4|2158|2135|17|2354|B6|491|N582JB|259|259|236|23|23|BOS|DEN|1754|11|12|0||0|0|0|0|0|23
2008|10|20|1|923|928|928|935|YV|7104|N27185|65|67|50|-7|-5|MBS|ORD|222|6|9|0||0|NA|NA|NA|NA|NA
2008|7|7|1|1653|1620|2157|2130|MQ|3119|N507AE|184|190|169|27|33|LAX|XNA|1371|3|12|0||0|0|0|0|0|27
2008|5|8|4|1742|1750|2029|2033|EV|4861|N390CA|167|163|134|-4|-8|PVD|ATL|903|9|24|0||0|NA|NA|NA|NA|NA
2008|5|31|6|716|725|856|908|US|343|N667AW|220|223|196|-12|-9|ORD|PHX|1440|15|9|0||0|NA|NA|NA|NA|NA
2008|1|4|5|NA|935|NA|1046|OO|6336|N728SK|NA|71|NA|NA|NA|RNO|SFO|192|NA|NA|1|B|0|NA|NA|NA|NA|NA
2008|9|4|4|1349|1352|1551|1550|9E|3708|88089E|122|118|92|1|-3|DTW|CAE|583|4|26|0||0|NA|NA|NA|NA|NA
2008|1|20|7|626|630|755|809|NW|1568|N331NW|89|99|72|-14|-4|OMA|MEM|538|5|12|0||0|NA|NA|NA|NA|NA
2008|2|28|4|739|745|905|857|UA|605|N825UA|146|132|104|8|-6|DCA|ORD|612|20|22|0||0|NA|NA|NA|NA|NA
2008|10|31|5|1914|1146|2036|1300|MQ|3052|N253MQ|82|74|55|456|448|FAT|LAX|209|12|15|0||0|448|0|8|0|0
2008|3|13|4|745|730|846|840|XE|23|N13161|181|190|166|6|15|OKC|ONT|1140|6|9|0||0|NA|NA|NA|NA|NA
2008|6|23|1|1858|1805|2252|2220|CO|312|N38417|234|255|202|32|53|EWR|BQN|1585|5|27|0||0|32|0|0|0|0
2008|2|4|1|742|745|850|845|WN|1923|N731SA|68|60|43|5|-3|LAS|BUR|223|2|23|0||0|NA|NA|NA|NA|NA
2008|1|8|2|1350|1350|1752|1810|WN|2703|N440LV|182|200|169|-18|0|PHX|MDW|1444|5|8|0||0|NA|NA|NA|NA|NA
2008|8|15|5|1012|1015|1110|1121|OO|5494|N585SW|58|66|44|-11|-3|SFO|RDD|199|4|10|0||0|NA|NA|NA|NA|NA
2008|10|5|7|855|900|1226|1210|AA|1|N321AA|391|370|325|16|-5|JFK|LAX|2475|18|48|0||0|0|0|16|0|0
2008|7|7|1|2018|1708|2208|1853|YV|7319|N75991|110|105|88|195|190|IAD|SAV|515|4|18|0||0|195|0|0|0|0
2008|1|7|1|807|800|1114|1107|UA|297|N418UA|367|367|345|7|7|BWI|SFO|2457|10|12|0||0|NA|NA|NA|NA|NA
2008|7|17|4|NA|1900|NA|2016|US|2184||NA|76|NA|NA|NA|DCA|LGA|214|NA|NA|1|C|0|NA|NA|NA|NA|NA
2008|12|23|2|1216|1059|1455|1342|B6|593|N236JB|159|163|140|73|77|HPN|MCO|972|8|11|0||0|10|0|0|0|63
2008|4|28|1|1630|1455|1753|1608|XE|1206|N16510|83|73|46|105|95|EWR|IAD|213|6|31|0||0|0|0|10|0|95
2008|4|5|6|1029|1000|1228|1220|WN|3182|N221WN|119|140|109|8|29|TPA|BWI|842|3|7|0||0|NA|NA|NA|NA|NA
2008|7|2|3|1502|1505|1612|1628|EV|4263|N760EV|70|83|52|-16|-3|ATL|DAB|366|2|16|0||0|NA|NA|NA|NA|NA
2008|10|23|4|1846|1845|2311|2252|NW|440|N357NW|205|187|188|19|1|MSP|TPA|1307|3|14|0||0|0|0|19|0|0
2008|12|29|1|805|805|1011|1035|WN|796|N283WN|306|330|292|-24|0|IAD|LAS|2066|4|10|0||0|NA|NA|NA|NA|NA
2008|5|9|5|926|930|1100|1103|EV|4425|N758EV|94|93|64|-3|-4|ATL|MLB|443|6|24|0||0|NA|NA|NA|NA|NA
2008|5|5|1|825|824|1012|1012|OO|6058|N778SK|47|48|19|0|1|ORD|SBN|84|6|22|0||0|NA|NA|NA|NA|NA
2008|10|3|5|842|849|1130|1135|F9|852|N810FR|108|106|87|-5|-7|PHX|DEN|602|6|15|0||0|NA|NA|NA|NA|NA
2008|7|10|4|1935|1935|2034|2036|OO|3760|N368CA|59|61|35|-2|0|SLC|JAC|205|4|20|0||0|NA|NA|NA|NA|NA
2008|6|5|4|2016|1910|2251|2144|CO|444|N33294|155|154|117|67|66|IAH|ORD|925|4|34|0||0|0|0|67|0|0
2008|9|27|6|602|605|744|755|FL|70|N906AT|102|110|84|-11|-3|FLL|ATL|581|5|13|0||0|NA|NA|NA|NA|NA
2008|4|18|5|1756|1800|1848|1900|MQ|3497|N828AE|52|60|31|-12|-4|DFW|SHV|190|4|17|0||0|NA|NA|NA|NA|NA
2008|11|5|3|1422|1430|1550|1616|NW|195|N320NB|148|166|131|-26|-8|DCA|MSP|931|6|11|0||0|NA|NA|NA|NA|NA
2008|8|11|1|857|900|1026|1033|NW|127|N781NC|89|93|62|-7|-3|ORD|MSP|334|12|15|0||0|NA|NA|NA|NA|NA
2008|7|1|2|1411|1420|1557|1605|NW|1699|N9346|166|165|142|-8|-9|CLT|MSP|930|8|16|0||0|NA|NA|NA|NA|NA
2008|1|11|5|916|920|1432|1340|AA|560|N4WDAA|256|200|233|52|-4|DFW|EWR|1372|5|18|0||0|0|0|52|0|0
2008|3|18|2|NA|2050|NA|2215|OO|2879|N983CA|NA|145|NA|NA|NA|EWR|MKE|725|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|5|11|7|727|730|944|955|WN|1135|N693SW|137|145|124|-11|-3|BWI|PBI|883|3|10|0||0|NA|NA|NA|NA|NA
2008|7|29|2|1933|1935|2036|2040|MQ|4628|N713AE|63|65|43|-4|-2|DCA|RDU|227|3|17|0||0|NA|NA|NA|NA|NA
2008|2|13|3|2043|2045|2131|2127|OO|5768|N292UX|48|42|27|4|-2|PDX|RDM|116|7|14|0||0|NA|NA|NA|NA|NA
2008|6|11|3|1040|1045|1346|1410|WN|1952|N684WN|126|145|112|-24|-5|ABQ|STL|934|6|8|0||0|NA|NA|NA|NA|NA
2008|7|23|3|1949|1945|2315|2310|AA|468|N471AA|146|145|129|5|4|DFW|CLT|936|4|13|0||0|NA|NA|NA|NA|NA
2008|2|19|2|2205|2101|202|45|UA|9|N510UA|417|404|367|77|64|JFK|SFO|2586|5|45|0||0|36|0|13|0|28
2008|2|10|7|1248|1255|1604|1615|MQ|3721|N660CL|136|140|111|-11|-7|DFW|SAV|925|4|21|0||0|NA|NA|NA|NA|NA
2008|7|21|1|1926|1925|2242|2245|WN|1536|N367SW|136|140|119|-3|1|OAK|DEN|957|6|11|0||0|NA|NA|NA|NA|NA
2008|9|1|1|1251|1254|1335|1345|MQ|3032|N317AE|44|51|28|-10|-3|SBA|LAX|89|5|11|0||0|NA|NA|NA|NA|NA
2008|7|10|4|1243|1250|1411|1409|US|569|N662AW|88|79|55|2|-7|SNA|PHX|338|14|19|0||0|NA|NA|NA|NA|NA
2008|2|8|5|1136|1134|1238|1240|OO|3933|N864AS|62|66|42|-2|2|BOI|SLC|291|10|10|0||0|NA|NA|NA|NA|NA
2008|11|18|2|1829|1830|2237|2250|WN|3665|N902WN|188|200|174|-13|-1|HOU|PHL|1335|3|11|0||0|NA|NA|NA|NA|NA
2008|9|21|7|1740|1750|1953|2000|XE|2878|N13550|133|130|113|-7|-10|IAH|OMA|781|5|15|0||0|NA|NA|NA|NA|NA
2008|7|8|2|1556|1320|1925|1656|OO|3657|N809SK|149|156|127|149|156|MSP|ATL|906|6|16|0||0|0|0|0|0|149
2008|8|23|6|1054|1020|1323|1255|WN|2811|N300SW|149|155|134|28|34|BUF|MCO|1011|8|7|0||0|8|0|0|0|20
2008|1|23|3|1735|1735|1907|1845|WN|2001|N213WN|92|70|64|22|0|SJC|LAX|308|13|15|0||0|0|0|22|0|0
2008|12|2|2|802|800|1027|1020|US|245|N629AW|265|260|229|7|2|ATL|PHX|1587|10|26|0||0|NA|NA|NA|NA|NA
2008|10|30|4|820|820|935|912|YV|2711|N915FJ|75|52|32|23|0|TUS|PHX|110|8|35|0||0|0|0|23|0|0
2008|9|5|5|900|810|1131|1050|AA|1435|N510AA|211|220|183|41|50|PHL|DFW|1302|3|25|0||0|41|0|0|0|0
2008|12|10|3|857|900|1008|1020|WN|214|N734SA|71|80|54|-12|-3|OAK|LAX|337|5|12|0||0|NA|NA|NA|NA|NA
2008|8|9|6|822|820|907|910|MQ|4338|N657AE|45|50|31|-3|2|DBQ|ORD|147|7|7|0||0|NA|NA|NA|NA|NA
2008|9|26|5|1859|1910|2012|2030|MQ|4514|N674RJ|73|80|53|-18|-11|DSM|ORD|299|6|14|0||0|NA|NA|NA|NA|NA
2008|12|22|1|931|935|1140|1158|US|1472|N948UW|129|143|110|-18|-4|PHL|ATL|665|7|12|0||0|NA|NA|NA|NA|NA
2008|1|30|3|1708|1655|1951|1946|9E|3760|85879E|103|111|72|5|13|DSM|DTW|534|14|17|0||0|NA|NA|NA|NA|NA
2008|8|25|1|1747|1750|2035|2015|AA|2345|N241AA|168|145|121|20|-3|ORD|DFW|802|21|26|0||0|0|0|20|0|0
2008|2|15|5|1051|1050|1148|1155|WN|3932|N490WN|57|65|47|-7|1|BWI|BDL|283|3|7|0||0|NA|NA|NA|NA|NA
2008|1|10|4|1814|1815|1930|1935|WN|2034|N487WN|76|80|62|-5|-1|PVD|BWI|328|4|10|0||0|NA|NA|NA|NA|NA
2008|6|20|5|1541|1520|1631|1620|9E|5689|85059E|50|60|33|11|21|MSP|RHI|190|2|15|0||0|NA|NA|NA|NA|NA
2008|9|18|4|1314|1315|1317|1320|WN|1047|N242WN|63|65|51|-3|-1|SDF|MDW|271|3|9|0||0|NA|NA|NA|NA|NA
2008|4|16|3|647|650|927|935|WN|2960|N303SW|100|105|84|-8|-3|BNA|TPA|612|4|12|0||0|NA|NA|NA|NA|NA
2008|7|7|1|1554|1513|1950|1900|NW|558|N378NW|176|167|138|50|41|MSP|LGA|1020|6|32|0||0|0|0|50|0|0
2008|8|13|3|1229|1232|1405|1414|XE|2067|N16987|96|102|84|-9|-3|VPS|IAH|510|5|7|0||0|NA|NA|NA|NA|NA
2008|8|6|3|1906|1825|2304|2200|AA|812|N486AA|178|155|145|64|41|STL|BOS|1046|7|26|0||0|0|0|61|0|3
2008|7|23|3|852|900|1058|1111|EV|4887|N936EV|66|71|46|-13|-8|PFN|MCO|290|8|12|0||0|NA|NA|NA|NA|NA
2008|11|7|5|656|650|1013|1024|CO|683|N38257|257|274|231|-11|6|BOS|IAH|1597|11|15|0||0|NA|NA|NA|NA|NA
2008|8|12|2|827|832|912|924|UA|1465|N442UA|105|112|91|-12|-5|DEN|LAS|629|4|10|0||0|NA|NA|NA|NA|NA
2008|3|3|1|1423|1430|1543|1559|US|2036|N754UW|80|89|64|-16|-7|DCA|BOS|399|3|13|0||0|NA|NA|NA|NA|NA
2008|2|26|2|1947|1520|2104|1627|9E|5858|80059E|77|67|42|277|267|ERI|DTW|163|14|21|0||0|0|0|10|0|267
2008|9|15|1|1036|1040|1227|1235|MQ|4440|N738NR|51|55|33|-8|-4|ORD|TOL|214|2|16|0||0|NA|NA|NA|NA|NA
2008|12|5|5|2029|2030|2036|2055|MQ|4384|N674MQ|67|85|57|-19|-1|SDF|ORD|286|4|6|0||0|NA|NA|NA|NA|NA
2008|3|9|7|1706|1633|1831|1815|FL|831|N311AT|145|162|127|16|33|ATL|MSP|906|6|12|0||0|0|0|0|0|16
2008|7|8|2|534|535|605|620|OO|6359|N732SK|91|105|77|-15|-1|BOI|SFO|522|4|10|0||0|NA|NA|NA|NA|NA
2008|4|7|1|645|645|831|846|US|1434|N444US|106|121|90|-15|0|FLL|CLT|631|5|11|0||0|NA|NA|NA|NA|NA
2008|5|23|5|1717|1645|1902|1837|XE|2569|N11121|165|172|149|25|32|CLE|DFW|1021|6|10|0||0|25|0|0|0|0
2008|7|12|6|2102|2100|2255|2255|MQ|4214|N511AE|53|55|31|0|2|ORD|IND|177|8|14|0||0|NA|NA|NA|NA|NA
2008|9|23|2|1916|1910|2247|2250|AA|2262|N5DBAA|151|160|133|-3|6|DFW|MIA|1121|3|15|0||0|NA|NA|NA|NA|NA
2008|3|10|1|1045|1045|1310|1259|OH|5462|N784CA|145|134|91|11|0|LGA|CMH|478|5|49|0||0|NA|NA|NA|NA|NA
2008|7|15|2|1521|1523|1638|1651|FL|153|N942AT|77|88|60|-13|-2|ATL|TPA|406|4|13|0||0|NA|NA|NA|NA|NA
2008|3|21|5|1916|1915|2249|2245|DL|1143|N940DL|213|210|182|4|1|BOS|FLL|1237|5|26|0||0|NA|NA|NA|NA|NA
2008|4|19|6|616|615|803|746|UA|1290|N938UA|107|91|77|17|1|EUG|SFO|451|7|23|0||0|0|0|17|0|0
2008|9|4|4|1315|1325|1442|1502|XE|2250|N11121|87|97|48|-20|-10|PVD|EWR|160|6|33|0||0|NA|NA|NA|NA|NA
2008|2|14|4|1049|1005|1159|1110|AA|728|N550AA|70|65|46|49|44|SAT|DFW|247|15|9|0||0|0|0|12|0|37
2008|8|3|7|911|910|1039|1030|NW|557|N523US|88|80|58|9|1|MKE|MSP|297|7|23|0||0|NA|NA|NA|NA|NA
2008|3|19|3|707|705|906|921|US|472|N830AW|299|316|281|-15|2|DCA|PHX|1979|5|13|0||0|NA|NA|NA|NA|NA
2008|8|29|5|1518|1503|1939|1920|YV|2889|N906FJ|141|137|117|19|15|PHX|AUS|872|6|18|0||0|19|0|0|0|0
2008|7|22|2|1714|1647|1813|1803|CO|763|N37287|59|76|44|10|27|IAH|MSY|305|4|11|0||0|NA|NA|NA|NA|NA
2008|1|28|1|1809|1745|2036|2020|US|94|N830AW|267|275|244|16|24|ATL|PHX|1587|6|17|0||0|0|0|0|0|16
2008|10|12|7|651|655|746|756|9E|5967|89709E|115|121|91|-10|-4|GSO|MEM|570|9|15|0||0|NA|NA|NA|NA|NA
2008|1|2|3|937|940|1145|1218|FL|279|N173AT|128|158|112|-33|-3|ATL|BOS|946|5|11|0||0|NA|NA|NA|NA|NA
2008|12|11|4|1918|1910|2203|2201|F9|122|N908FR|105|111|80|2|8|DEN|DFW|641|6|19|0||0|NA|NA|NA|NA|NA
2008|7|28|1|1518|1520|1625|1623|NW|1614|N8923E|67|63|41|2|-2|CMH|DTW|155|11|15|0||0|NA|NA|NA|NA|NA
2008|3|29|6|1606|1610|1822|1830|WN|2747|N338SW|136|140|121|-8|-4|PIT|TPA|873|4|11|0||0|NA|NA|NA|NA|NA
